FDCK	떡과 매콤한 양념으로 만드는 한국 음식은?	떡볶이	Tteokbokki	떡볶이	spicy rice cake	1
FDCK	알리오 올리오 파스타에 들어가는 기름은?	올리브유	Olive oil	올리브오일	olive oil	1
FDCK	막걸리를 빚을 때 주로 쓰이는 곰팡이는?	누룩곰팡이	Aspergillus oryzae	누룩,누룩 곰팡이	nuruk	1
FDCK	순대를 만들 때 어떤 동물 창자를 사용할까?	돼지	Pig	돼지창자	pork,pig	1
FDCK	가장 오랫동안 바싹 익힌 스테이크 굽기는?	웰던	Well done	웰 던	well-done	1
FDCK	야채 등을 가늘고 길게 써는 조리 방법은?	채썰기	Julienne	채썰기	julienning	1
FDCK	빵을 부풀게 하는 데 사용하는 미생물은?	효모	Yeast	이스트	yeast	1
FDCK	한국인이 주식으로 매일 먹는 대표 곡물은?	쌀	Rice	백미	rice	1
FDCK	김치 담글 때 배추를 절이는 데 쓰는 것은?	소금	Salt	천일염,소금물	salt	1
FDCK	콩을 발효시켜 만든 한국 전통 찌개 양념은?	된장	Doenjang	된장	soybean paste	1
FDCK	초콜릿의 주원료가 되는 열매의 이름은?	카카오	Cacao	코코아,카카오빈	cocoa	1
FDCK	음식을 달콤하게 만들 때 쓰는 흰 가루는?	설탕	Sugar	백설탕	sugar	1
FDCK	볶은 커피콩을 뜨거운 물로 추출한 음료는?	커피	Coffee	아메리카노,에스프레소	coffee	1
FDCK	토마토, 바질, 모차렐라를 올린 피자는?	마르게리타 피자	Margherita pizza	마르게리타,마르게리따, 마르게리따피자	margherita	1
FDCK	생선회와 밥을 뭉쳐서 만드는 일본 음식은?	초밥	Sushi	스시	sushi	1
FDCK	썰 때 눈물을 나게 하는 둥근 뿌리채소는?	양파	Onion	양파	onion	1
FDCK	빵 사이에 고기 패티와 야채를 넣은 음식은?	햄버거	Hamburger	버거	burger	1
FDCK	고기와 야채를 반죽에 넣고 빚은 음식은?	만두	Dumpling	교자,교자만두	dumplings	1
FDCK	나물과 고추장을 밥과 함께 비벼 먹는 것은?	비빔밥	Bibimbap	비빔밥	bibimbap	1
FDCK	밥을 싸 먹는 짭짤하고 얇은 해조류는?	김	Laver	해태	seaweed	1
FDCK	소 뼈를 오랫동안 고아서 만든 뽀얀 국물은?	사골	Bone broth	사골국물,곰탕	beef bone broth	1
FDCK	감자를 얇게 썰어 바삭하게 튀겨낸 과자는?	감자칩	Potato chips	포테이토칩	chips,crisps	1
FDCK	프라이나 말이 요리의 주재료인 닭의 알은?	달걀	Egg	계란	egg	1
FDCK	우유를 발효시켜 만든 새콤한 액체 음료는?	요구르트	Yogurt	요거트	yoghurt	1
FDCK	카레 특유의 노란색을 내는 주요 향신료는?	강황	Turmeric	울금	turmeric	1
FDCK	돼지고기 삼겹 부위를 구워 먹는 한국 요리는?	삼겹살	Samgyeopsal	삼겹살 구이, 삼격삽	pork belly	1
FDCK	우유와 크림을 얼려 만든 부드러운 빙과류는?	아이스크림	Ice cream	아이스 크림	ice cream	1
FDCK	벌이 만든 달콤하고 끈적한 음식은?	꿀	Honey	벌꿀	honey	1
FDCK	길게 뽑아 삶아 먹는 이탈리아의 대표 면은?	파스타	Pasta	스파게티,파스타면	spaghetti	1
FDCK	고기나 생선을 불에 직접 굽는 조리 방식은?	직화구이	Grilling	바비큐,직화,구이	grill,barbecue	1
FDCK	매운맛을 내는 한국의 대표적인 붉은 가루는?	고춧가루	Red pepper powder	고추가루	gochugaru,chili powder	1
FDCK	포도를 발효시켜 만든 서양의 대표적인 술은?	와인	Wine	포도주	wine	1
FDCK	얇게 썬 소고기를 간장 양념에 볶은 요리는?	불고기	Bulgogi	불고기	bulgogi	1
FDCK	식물성 기름으로 버터처럼 만든 가공 유지는?	마가린	Margarine	마아가린	margarine	1
FDCK	감자를 으깨어 부드럽게 만든 서양식 요리는?	매시드 포테이토	Mashed potatoes	으깬 감자	mashed potato	1
FDCK	가을에 나오고, 묵으로 만들어 먹는 둥근 갈색 열매는?	도토리	Acorn	도토리	acorn	1
FDCK	돼지고기를 튀겨 새콤달콤 소스에 버무린 것은?	탕수육	Tangsuyuk	탕수육	sweet and sour pork	1
FDCK	닭 뱃속에 인삼과 찹쌀을 넣고 끓인 보양식은?	삼계탕	Samgyetang	삼계탕	ginseng chicken soup	1
FDCK	껍질을 벗긴 바나나 속살의 본래 색깔은?	흰색	White	노란색,하얀색	white,yellow	1
FDCK	녹색의 찻잎을 말려 뜨거운 물에 우려내는 차는?	녹차	Green tea	녹차	green tea	1
FDCK	진공 포장 후 저온의 물에서 익히는 조리법은?	수비드	Sous vide	수비드 공법	sous-vide	2
