브롤스타즈	브롤스타즈	NOUN	1	0	슈퍼셀에서 개발한 모바일 팀 기반 슈팅 게임. 다양한 개성을 가진 캐릭터들을 선택하여 여러 게임 모드에서 다른 플레이어들과 경쟁하거나 협력하는 방식으로 진행된다. 빠른 속도감과 간편한 조작, 그리고 아기자기한 캐릭터 디자인이 특징이다.
블레이드 앤 소울	블레이드앤소울	PHRASE	1	0	엔씨소프트에서 제작한 무협 MMORPG. 동양풍의 화려한 그래픽과 무협 액션을 강조한 전투 시스템이 특징이며, 복수와 성장을 중심으로 한 스토리와 다양한 직업, 경공 시스템 등을 제공한다.
블록 블라스트	블록블라스트	PHRASE	1	0	다양한 모양의 블록을 주어진 공간에 맞춰 넣어 한 줄 또는 여러 줄을 동시에 제거하여 점수를 얻는 퍼즐 비디오 게임. 테트리스와 유사하지만, 블록을 회전할 수 없다는 특징이 있다.
블루 아카이브	블루아카이브	PHRASE	1	0	넥슨 게임즈에서 제작한 모바일 게임. 학원도시를 배경으로 다양한 학생들과 함께 사건을 해결해 나가는 육성 시뮬레이션 RPG이다. 매력적인 캐릭터 디자인과 흥미로운 스토리, 그리고 전략적인 전투 시스템이 특징이다.
비트매니아	비트매니아	NOUN	1	0	1990년대 후반, 폭발적인 인기를 끈 음악 게임의 효시. 턴테이블과 여러 개의 버튼을 이용하여 화면에 나타나는 노트를 박자에 맞춰 조작하는 방식으로, 당시 젊은 세대 사이에서 오락실 문화를 선도하며 큰 반향을 일으켰다.
빅토리아	빅토리아	NOUN	1	0	Paradox Interactive사에서 개발한 대전략 비디오 게임. 19세기부터 20세기 초반의 세계를 배경으로 하며, 정치, 경제, 외교, 전쟁 등 다양한 요소를 통해 국가를 운영하고 발전시키는 것을 목표로 한다. 복잡한 시스템과 높은 자유도를 특징으로 한다.
빔엔지.드라이브	빔엔지드라이브	PHRASE	1	0	다양한 차량을 현실적으로 파괴하고 운전하는 시뮬레이션 게임. 물리 엔진 기반으로 차량 손상과 움직임을 정밀하게 구현하여 높은 자유도를 제공한다. 사용자는 여러 모드를 통해 다양한 환경에서 운전 경험을 즐길 수 있다.
뿌요뿌요	뿌요뿌요	NOUN	1	0	같은 색깔의 블록을 4개 이상 연결하여 없애는 퍼즐 비디오 게임. 연쇄를 통해 상대를 공격하며, 상대방의 블록이 쌓여 더 이상 게임을 진행할 수 없게 만들면 승리한다. 간단한 규칙과 귀여운 캐릭터로 인기를 얻었다.
사운드 볼텍스	사운드볼텍스	PHRASE	1	0	주로 아케이드에서 즐길 수 있는 리듬 게임의 일종. 독특한 인터페이스와 다양한 난이도를 제공하며, 화려한 시각 효과와 개성 강한 음악이 특징이다. 플레이어는 음악에 맞춰 버튼과 노브를 조작하여 높은 점수를 얻는 것을 목표로 한다.
사이버펑크	사이버펑크	NOUN	1	0	미래 사회를 배경으로, 첨단 기술과 극심한 사회 불평등이 공존하는 암울한 세계관을 다루는 게임 시리즈. 신체 개조 기술, 거대 기업의 지배, 그리고 사이버 공간에서의 해킹 등이 주요 소재로 등장하며, 종종 디스토피아적인 분위기를 연출한다.
사이퍼즈	사이퍼즈	NOUN	1	0	능력자들을 선택하여 5대5로 팀을 이루어 상대 기지를 파괴하는 것을 목표로 하는 3인칭 슈팅 액션 대전 게임. 다양한 개성을 가진 캐릭터들과 전략적인 팀플레이가 특징이다.
사일런트 힐	사일런트힐	PHRASE	1	0	코나미에서 제작한 공포, 심리 스릴러 비디오 게임 시리즈. 안개가 짙게 낀 가상의 미국 마을을 배경으로, 기괴한 크리쳐와 끔찍한 분위기, 깊이 있는 스토리텔링을 특징으로 한다.
산소 미포함	산소미포함	PHRASE	0	0	우주를 배경으로 한, 기지 건설 및 생존 시뮬레이션 게임. 자원 관리, 기술 개발, 그리고 식민지 주민들의 복지를 책임져야 한다. 복잡한 시스템과 높은 난이도로 유명하다.
삼국지	삼국지	NOUN	0	0	중국 역사 소설을 바탕으로 한 전략 시뮬레이션, 롤플레잉, 액션 등 다양한 장르의 게임. 플레이어는 위, 촉, 오 삼국 시대의 군주 또는 장수가 되어 천하통일을 목표로 한다. 다양한 무장들의 능력치와 특성을 활용하고, 외교, 내정, 전투 등 다채로운 전략을 구사하여 승리를 쟁취하는 것이 핵심이다. 코에이의 시리즈가 대표적이며, 꾸준한 인기를 얻고 있다.
새티스팩토리	새티스팩토리	NOUN	1	0	오픈 월드에서 자원 채취, 공장 건설, 자동화를 통해 복잡한 생산 라인을 구축하고 행성을 개척하는 1인칭 시점의 건설 시뮬레이션 게임. 효율적인 공장 설계와 확장이 핵심이며, 탐험 요소와 외계 생물과의 전투도 포함된다.
서든어택	서든어택	NOUN	1	0	온라인 1인칭 슈팅 게임. 다양한 맵에서 두 팀으로 나뉘어 총기, 투척 무기 등을 사용하여 상대 팀을 제압하는 방식으로 진행된다. 빠른 속도감과 쉬운 조작법으로 인기를 얻었으며, 다양한 게임 모드와 캐릭터, 무기 등을 제공한다.
