ARTS	첼로의 줄 개수는?	4	4	4개	Four	2
ARTS	벽에 그리는 그림은?	벽화	Mural			2
ARTS	음악을 기록한 종이 책은?	악보	Score	악전	Sheet Music	1
ARTS	음을 높이 순서대로 나열한 것은?	음계	Scale	스케일		2
ARTS	금관 악기 중 나팔 모양의 악기는?	트럼펫	Trumpet			1
ARTS	일반적인 기타 줄의 개수는 몇 개?	6	6	6개	Six	1
ARTS	빛의 화가라 불리는 인상파 화가는?	모네	Monet	클로드 모네	Claude Monet	2
ARTS	빨강과 노랑을 섞으면 나오는 색은?	주황	Orange	오렌지색, 주홍, 오렌지, 주황색, 주홍색		1
ARTS	파랑과 노랑을 섞으면 나오는 색은?	초록	Green	녹색, 초록색		1
ARTS	빨강과 파랑을 섞으면 나오는 색은?	보라	Purple	자주색, 보라색, 자주, 자홍색, 자홍	Violet	1
ARTS	베토벤이 말년에 완전히 상실한 것은?	청력	hearing		hearing ability	2
ARTS	곡을 만드는 사람을 무엇이라 하는가?	작곡가	Composer			1
ARTS	사람의 얼굴이나 모습을 그린 그림은?	초상화	Portrait			2
ARTS	오케스트라를 지휘하는 사람의 명칭은?	지휘자	Conductor			1
ARTS	물감의 3원색은 빨강, 파랑, 그리고?	노랑	Yellow	노란색, 노랑색		1
ARTS	물감을 칠하는 도구인 '붓'은 영어로?	브러시	Brush			1
ARTS	국가나 단체를 대표하여 부르는 노래는?	애국가	Anthem	국가	National Anthem	2
ARTS	악보에서 쉬는 구간을 표시하는 기호는?	쉼표	Rest			1
ARTS	음을 반음 올리라는 뜻의 기호의 이름은?	샵	Sharp	올림표, 샤프		2
ARTS	음을 반음 내리라는 뜻의 기호의 이름은?	플랫	Flat	내림표		2
ARTS	박자를 맞추기 위해 소리를 내는 기구는?	메트로놈	Metronome	박자기		2
ARTS	가로로 들고 부는 대표적인 목관 악기는?	플루트	Flute	플룻		1
ARTS	밝고 명랑한 느낌을 주는 장조를 영어로?	메이저	Major			3
ARTS	물감을 짜서 섞는 판을 무엇이라 하는가?	팔레트	Palette			1
ARTS	국악의 3대 요소 중 장단은 뭐를 뜻할까?	리듬	Rhythm			3
ARTS	산이나 바다 등 자연 경치를 그린 그림은?	풍경화	Landscape			2
ARTS	시스티나 성당의 천지창조를 그린 사람은?	미켈란젤로	Michelangelo			2
