ANIM	가장 큰 해양 동물은?	대왕고래	Blue whale	흰긴수염고래, 청고래, 대왕 고래	Antarctic blue whale, Blue whales	1
ANIM	목이 가장 긴 육상 동물은?	기린	Giraffe	기린	Giraffes	1
ANIM	육상에서 가장 빠른 동물은?	치타	Cheetah	치타	Cheetahs	1
ANIM	날지 못하는 가장 큰 새는?	타조	Ostrich	타조	Ostriches	1
ANIM	주머니에 새끼를 키우는 호주 동물은?	캥거루	Kangaroo	캥거루	Kangaroos	1
ANIM	대나무를 주식으로 하는 곰은?	판다	Panda	자이언트 판다, 팬더, 대왕판다, 곰돌이 푸	Giant panda	1
ANIM	등에 지방을 저장하는 혹이 있는 동물은?	낙타	Camel	단봉낙타, 쌍봉낙타, 낙타	Camels	1
ANIM	먹물을 뿜는 다리 8개의 해양동물은?	문어	Octopus	문어, 낙지, 주꾸미, 쭈꾸미	Octopuses	1
ANIM	먹물을 뿜는 다리 10개의 해양동물은?	오징어	Squid	갑오징어, 한치, 꼴뚜기	Squids, Cuttlefish	1
ANIM	곤충의 다리는 총 몇 개인가?	6	6	여섯 개, 6, 6개, 3쌍, 세 쌍	Six, 3 pairs	1
ANIM	거미의 다리는 총 몇 개인가?	8	8	여덟 개, 8, 8개, 4쌍, 네 쌍	Eight, 4 pairs	1
ANIM	초음파로 길을 찾는 비행 포유류는?	박쥐	Bat	박쥐, 황금박쥐	Bats	1
ANIM	위협 시 몸을 둥글게 마는 가시 돋친 동물은?	고슴도치	Hedgehog	고슴도치	Hedgehogs	1
ANIM	사람의 말을 흉내 내는 새는?	앵무새	Parrot	앵무, 구관조	Parrots	1
ANIM	화려한 꼬리 깃털을 부채처럼 펴는 새는?	공작	Peacock	공작새, 수공작	Peafowl	1
ANIM	나무를 갉아 댐을 짓는 설치류는?	비버	Beaver	비버, 바다쥐	Beavers	1
ANIM	갈기가 있는 '백수의 왕'은?	사자	Lion	수사자, 라이온	Lions	1
ANIM	검은색 가로줄무늬가 있는 맹수는?	호랑이	Tiger	범, 호랑이	Tigers	1
ANIM	주변 색에 맞춰 몸 색깔을 바꾸는 파충류는?	카멜레온	Chameleon	카멜래온	Chameleons	1
ANIM	단단한 등딱지를 가진 파충류는?	거북	Turtle	거북이, 남생이, 자라, 바다거북	Tortoise, Sea turtle	1
ANIM	꼬리에 맹독 침이 있는 사막의 절지동물은?	전갈	Scorpion	전갈	Scorpions	2
ANIM	집(껍데기)을 등에 지고 다니는 연체동물은?	달팽이	Snail	달팽이, 명주달팽이	Snails	1
ANIM	꽁무니에서 빛을 내는 곤충은?	반딧불이	Firefly	개똥벌레, 반딧불	Lightning bug	1
ANIM	얼음 위에서 생활하는 북극의 곰은?	북극곰	Polar bear	백곰	Polar bears	1
ANIM	치악력이 가장 강한 늪지의 대형 파충류는?	악어	Crocodile	크로커다일, 엘리게이터	Alligator	1
ANIM	다리가 없고 혀를 날름거리는 파충류는?	뱀	Snake	구렁이, 독사, 살모사	Snakes	1
ANIM	꿀을 모으고 집단 생활을 하는 곤충은?	꿀벌	Honey bee	벌, 일벌	Bee	1
ANIM	꼬리에서 '딸랑' 소리를 내는 독사는?	방울뱀	Rattlesnake	방울뱀	Rattlesnakes	1
ANIM	냄새나는 가스를 뿜어 적을 쫓는 동물은?	스컹크	Skunk	스컹크	Skunks	1
ANIM	피를 빨아먹고 질병을 옮기는 곤충은?	모기	Mosquito	암모기	Mosquitoes	1
ANIM	코에 큰 뿔이 있는 거대한 초식동물은?	코뿔소	Rhinoceros	무소	Rhino	1
ANIM	바다에서 태어나 알을 낳으러 강으로 가는 물고기는?	연어	Salmon	연어	Salmons	1
ANIM	수컷이 임신하여 알을 품는 해양동물은?	해마	Seahorse	해마	Seahorses	2
ANIM	다리가 5개 이상이며 별 모양인 극피동물은?	불가사리	Starfish	해성	Sea star	1
ANIM	전기를 방출해 사냥하는 아마존 물고기는?	전기뱀장어	Electric eel	전기장어	Electric eels	2
ANIM	흑백 점박이 무늬가 특징인 개 품종은?	달마시안	Dalmatian	달마티안	Dalmatians	1
ANIM	옆으로 걷는 다리 10개 달린 갑각류는?	게	Crab	꽃게, 방게, 대게	Crabs	1
ANIM	이빨이 무한히 다시 나는 바다의 연골어류는?	상어	Shark	상어류, 백상아리	Sharks	1
ANIM	눈 주위가 검어 도둑처럼 보이는 포유류는?	너구리	Raccoon	라쿤, 미국너구리	Raccoons	1
ANIM	겨울잠을 자는 덩치 큰 잡식성 맹수는?	곰	Bear	불곰, 흑곰, 반달가슴곰	Bears	1
ANIM	밤에 활동하며 고개가 180도 돌아가는 새는?	올빼미	Owl	부엉이, 소쩍새	Owls	1
ANIM	가장 똑똑한 조류로 알려진 까만 새는?	까마귀	Crow	큰까마귀	Raven	1
ANIM	남극에 살며 수영을 잘하는 새는?	펭귄	Penguin	펭귄, 황제펭귄	Penguins	1
ANIM	사람과 유전자가 가장 비슷한 유인원은?	침팬지	Chimpanzee	보노보, 보노보침팬지	Chimp	1
ANIM	나무에 매달려 매우 느리게 움직이는 포유류는?	나무늘보	Sloth	나무늘보	Sloths	1
ANIM	긴 코를 손처럼 사용하는 대형 포유류는?	코끼리	Elephant	아프리카코끼리, 아시아코끼리	Elephants	1
ANIM	동물이 겨울을 나기 위해 깊은 잠에 빠지는 것은?	겨울잠	Hibernation	동면, 겨울 잠	Winter sleep	1
ANIM	새가 몸을 가볍게 하기 위해 뼈 속에 가진 주머니는?	기낭	Air sac	공기주머니, 공기 주머니	Air sacs	2
ANIM	포유류가 새끼에게 먹이기 위해 분비하는 액체는?	젖	Milk	모유, 우유, 찌찌	Breast milk	1
ANIM	뱀이나 곤충이 낡은 껍질을 벗는 행위는?	탈피	Molting	허물벗기, 허물 벗기, 탈피현상	Shedding	2
ANIM	카멜레온이 몸 색깔을 바꾸는 주된 이유는 위장과 무엇인가?	체온 조절	Thermoregulation	체온조절, 온도 조절, 온도조절	Temperature regulation	2
ANIM	소나 양이 삼킨 먹이를 다시 게워내어 씹는 행동은?	되새김질	Rumination	되새김, 반추, 반추작용	Chewing the cud	2
ANIM	새의 입을 대신하는 딱딱한 뿔 모양의 기관은?	부리	Beak	주둥이	Bill	1
ANIM	물고기가 물속에서 산소를 흡수하는 호흡 기관은?	아가미	Gills	아가미	Gill	1
ANIM	고래가 물 밖으로 나와서 숨을 쉬는 호흡 기관은?	폐	Lungs	허파, 폐장	Lung	1
ANIM	곤충의 몸은 머리, 가슴, 그리고 무엇으로 나뉘는가?	배	Abdomen	복부	Belly	1
ANIM	등뼈(척추)가 없는 동물을 통틀어 부르는 말은?	무척추동물	Invertebrate	무척추 동물, 무척추	Invertebrates	1
ANIM	새끼를 낳고 젖을 먹여 키우는 동물군은?	포유류	Mammal	포유강, 포유동물	Mammalia	1
ANIM	몸이 깃털로 덮여 있고 알을 낳는 동물군은?	조류	Bird	조강, 새, 새류	Aves	1
ANIM	물과 육지를 오가며 생활하는 개구리 같은 동물군은?	양서류	Amphibian	양서강, 양서동물	Amphibia	1
ANIM	비늘로 덮여 있고 뭍에 알을 낳는 거북 같은 동물군은?	파충류	Reptile	파충강, 파충동물	Reptilia	1
ANIM	주변 온도에 따라 체온이 변하는 동물은?	변온동물	Poikilotherm	냉혈동물, 변온 동물, 냉혈 동물	Cold-blooded animal	2
ANIM	외부 온도와 무관하게 체온을 일정하게 유지하는 동물은?	정온동물	Homeotherm	온혈동물, 항온동물, 항온 동물	Warm-blooded animal	2
ANIM	다른 동물의 고기만 먹고 사는 동물은?	육식동물	Carnivore	육식 동물, 육식	Carnivorous	1
ANIM	식물(풀, 잎, 열매)만 먹고 사는 동물은?	초식동물	Herbivore	초식 동물, 초식	Herbivorous	1
ANIM	고기와 식물을 가리지 않고 모두 먹는 동물은?	잡식동물	Omnivore	잡식 동물, 잡식	Omnivorous	1
ANIM	올챙이가 자라서 되는 꼬리 없는 양서류는?	개구리	Frog	청개구리, 맹꽁이	Frogs	1
ANIM	곤충이 번데기 과정을 거쳐 어른벌레가 되는 것은?	완전변태	Complete metamorphosis	완전 변태, 완전탈바꿈	Holometabolism	2
ANIM	잠자리처럼 번데기 과정 없이 어른벌레가 되는 것은?	불완전변태	Incomplete metamorphosis	불완전 변태, 불완전탈바꿈	Hemimetabolism	2
ANIM	암컷과 수컷의 생식기를 한 몸에 모두 가진 동물은?	자웅동체	Hermaphrodite	암수동체, 자웅 동체	Hermaphroditism	2
ANIM	철새가 계절마다 이동하는 가장 큰 이유는 무엇을 찾기 위함인가?	먹이	Food	식량, 밥, 먹잇감	Nutrition	1
ANIM	꿀벌이 동료에게 꿀의 위치를 알리기 위해 추는 춤은?	8자 춤	Waggle dance	팔자춤, 8자춤, 꼬리춤	8 dance	2
ANIM	해파리의 촉수에 있어 먹이를 마취시키는 세포는?	자세포	Cnidocyte	자포, 독침세포	Nematocyst	3
ANIM	소의 위는 총 몇 개로 나뉘어 있는가?	4개	4	네 개, 4, 4개	Four	2
ANIM	코뿔소의 뿔을 이루는 성분으로, 사람의 머리카락과 같은 물질은?	케라틴	Keratin	단백질	Keratin protein	3
ANIM	지렁이는 주로 몸의 어느 부위를 통해 호흡하는가?	피부	Skin	표피	Cutaneous	1
ANIM	뱀이 냄새를 맡기 위해 끊임없이 날름거리는 기관은?	혀	Tongue	혓바닥	Tongues	1
ANIM	새가 삼킨 돌을 이용해 음식을 잘게 부수는 위벽 기관은?	모래주머니	Gizzard	근위, 사낭, 닭똥집	Gizzards	2
ANIM	주로 밤에 활동하는 동물의 습성을 이르는 말은?	야행성	Nocturnal	야행	Nocturnality	1
ANIM	뻐꾸기가 남의 둥지에 알을 낳아 기르게 하는 행동은?	탁란	Brood parasitism	둥지 기생, 탁란조	Parasitism	2
ANIM	늑대 무리에서 서열 1위로 무리를 이끄는 수컷을 칭하는 말은?	알파	Alpha	알파수컷, 알파메일	Alpha male	2
ANIM	개미 무리에서 유일하게 알을 낳는 암컷은?	여왕개미	Queen ant	여왕	Queen	1
ANIM	토끼가 영양분을 재흡수하기 위해 다시 먹는 배설물은?	똥	Feces	대변, 맹장변, 변	Poop, Droppings	2
ANIM	북극곰의 풍성한 흰 털 아래에 숨겨진 실제 피부색은?	검은색	Black	까만색, 흑색, 검정색	Black color	2
ANIM	연어가 바다에서 자란 뒤 태어난 강으로 돌아오는 본능은?	회귀본능	Homing instinct	모천회귀, 모천회귀본능	Homing	2
ANIM	타조, 에뮤 등 가슴뼈에 용골돌기가 없어 날지 못하는 새들의 분류는?	평흉류	Ratite	주조류	Ratites	3
ANIM	현존하는 새 알 중에서 크기와 무게가 가장 큰 알은?	타조알	Ostrich egg	타조 알	Ostrich eggs	1
ANIM	세계에서 덩치가 가장 큰 독사로 알려진 뱀은?	킹코브라	King Cobra	코브라	Ophiophagus hannah	2
ANIM	곰팡이나 세균이 아닌, 스스로 광합성을 하여 에너지를 얻는 동물계의 공생 조류(이끼)가 몸에 자라는 포유류는?	나무늘보	Sloth	세가락나무늘보	Sloths	3
ANIM	사람이나 동물의 피를 빠는 모기는 암컷인가 수컷인가?	암컷	Female	암모기, 암컷 모기	Female mosquito	1
ANIM	모기가 되기 전, 물웅덩이에서 자라는 모기의 유충(애벌레)은?	장구벌레	Wriggler	모기 유충, 모기 애벌레	Mosquito larva	2
ANIM	파리가 되기 전, 음식물에서 자라는 파리의 유충(애벌레)은?	구더기	Maggot	파리 유충, 파리 애벌레	Fly larva	2
ANIM	쥐나 토끼처럼 앞니가 계속 자라 평생 무언가를 갉아야 하는 동물군은?	설치류	Rodent	쥐목	Rodentia	2
