LITR	어린 왕자'의 저자는?	생텍쥐페리	SaintExupery	앙투안 드 생텍쥐페리, 생 텍쥐페리, 앙투안 드 생 텍쥐페리	Antoine de Saint-Exupery, Saint Exupery	1
LITR	덴마크 왕자를 주인공으로 한 셰익스피어의 비극은?	햄릿	Hamlet	햄릿 왕자	The Tragedy of Hamlet	1
LITR	노인과 바다'를 쓴 미국의 소설가는?	어니스트헤밍웨이	ErnestHemingway	헤밍웨이, 어니스트헤밍웨이	Hemingway	1
LITR	1984', '동물농장'을 쓴 영국의 작가는?	조지오웰	GeorgeOrwell	조지오웰, 에릭 아서 블레어, 에릭아서블레어	Orwell, Eric Arthur Blair	1
LITR	괴테가 평생에 걸쳐 완성한 희곡의 제목은?	파우스트	Faust	파우스트 박사	Johann Wolfgang von Goethe's Faust	2
LITR	변신'에서 주인공 그레고르 잠자가 변한 생물은?	벌레	Insect	갑충, 해충, 독충, 곤충	Beetle, Bug, Vermin	1
LITR	프랑스 혁명을 배경으로 한 빅토르 위고의 대하소설은?	레미제라블	LesMiserables	장발장, 레미제라블	Les Mis	1
LITR	러시아의 문호로 '죄와 벌', '카라마조프가의 형제들'을 쓴 인물은?	도스토옙스키	Dostoevsky	표도르 도스토옙스키, 도스토예프스키, 표도르 도스토예프스키	Fyodor Dostoevsky, Dostoyevsky	2
LITR	위대한 개츠비'의 저자는?	피츠제럴드	FScottFitzgerald	피츠제럴드, 스콧 피츠제럴드, 프랜시스 스콧 피츠제럴드	Fitzgerald, Scott Fitzgerald	2
LITR	돈키호테의 충직한 하인 이름은?	산초판사	SanchoPanza	산초, 산초판사	Sancho, Sancho Panca	1
LITR	이방인'을 쓴 프랑스의 실존주의 작가는?	알베르카뮈	AlbertCamus	카뮈, 알베르카뮈, 까뮈, 알베르 까뮈	Camus	2
LITR	데미안', '수레바퀴 밑에서'를 쓴 독일계 스위스 작가는?	헤르만헤세	HermannHesse	헤세, 헤르만헤세	Hesse	1
LITR	오만과 편견'의 저자는?	제인오스틴	JaneAusten	제인오스틴, 오스틴	Austen	1
LITR	셜록 홈즈 시리즈를 집필한 작가는?	아서코난도일	ArthurConanDoyle	코난 도일, 코난도일, 아서 코난도일	Conan Doyle, Arthur Ignatius Conan Doyle	1
LITR	백년 동안의 고독'을 쓴 마술적 리얼리즘의 거장은?	가르시아마르케스	GabrielGarciaMarquez	마르케스, 가르시아 마르케스, 가브리엘 가르시아마르케스	Marquez, Garcia Marquez	3
LITR	주홍글씨'의 저자는?	너새니얼호손	NathanielHawthorne	호손, 나다니엘 호손, 너새니얼호손	Hawthorne	2
LITR	참을 수 없는 존재의 가벼움'을 쓴 작가는?	밀란쿤데라	MilanKundera	쿤데라, 밀란쿤데라	Kundera	2
LITR	상실의 시대(노르웨이의 숲)'를 쓴 일본의 작가는?	무라카미하루키	HarukiMurakami	하루키, 무라카미하루키	Murakami, Murakami Haruki	1
LITR	채털리 부인의 연인'을 쓴 영국의 작가는?	로런스	DHLawrence	로런스, 로렌스, 데이비드 허버트 로런스	Lawrence, David Herbert Lawrence	2
LITR	안나 카레니나', '전쟁과 평화'를 쓴 러시아의 작가는?	톨스토이	LeoTolstoy	톨스토이, 례프 톨스토이, 레오 톨스토이	Tolstoy, Lev Tolstoy	1
LITR	고도를 기다리며'를 쓴 부조리 연극의 대가는?	사무엘베케트	SamuelBeckett	베케트, 사뮈엘 베케트, 사무엘베케트	Beckett	3
LITR	율리시스'를 쓴 아일랜드의 의식의 흐름 작가는?	제임스조이스	JamesJoyce	조이스, 제임스조이스	Joyce	3
LITR	대지'를 써서 노벨 문학상을 받은 미국 여류 작가는?	펄벅	PearlSBuck	펄벅, 펄 사이든스트리커 벅	Pearl Buck, Pearl Sydenstricker Buck	2
LITR	실낙원'을 쓴 영국의 시인은?	존밀턴	JohnMilton	밀턴, 존밀턴	Milton	3
LITR	허클베리 핀의 모험'의 저자는?	마크트웨인	MarkTwain	사무엘 클레먼스, 마크트웨인, 새뮤얼 클레먼스	Samuel Clemens, Mark Twain	1
LITR	폭풍의 언덕'을 쓴 에밀리 브론테의 필명은?	엘리스벨	EllisBell	에밀리 브론테, 엘리스벨	Emily Bronte	3
LITR	제인 에어'의 저자는?	샬럿브론테	CharlotteBronte	커러 벨, 샬롯 브론테, 샬럿브론테	Currer Bell, Charlotte Bronte	2
LITR	보바리 부인'을 쓴 프랑스 사실주의 작가는?	귀스타브플로베르	GustaveFlaubert	플로베르, 귀스타브플로베르	Flaubert	2
LITR	신곡'을 쓴 이탈리아의 시인은?	단테알리기에리	DanteAlighieri	단테, 단테 알리기애리	Dante	1
LITR	롤리타'를 쓴 러시아계 미국 작가는?	블라디미르나보코프	VladimirNabokov	나보코프, 블라디미르나보코프	Nabokov	3
LITR	페스트'에서 질병에 맞서 싸우는 의사의 이름은?	리유	Rieux	베르나르 리유, 닥터 리유, 리외	Bernard Rieux, Dr. Rieux	2
LITR	자기만의 방'을 쓴 여성주의 문학의 선구자는?	버지니아울프	VirginiaWoolf	울프, 버지니아울프	Woolf	2
LITR	무기여 잘 있거라'의 배경이 된 전쟁은?	제1차세계대전	WorldWarI	1차 대전, 제1차 세계대전, 1차 세계대전, 제1차세계대전	WWI, World War 1, The Great War	2
LITR	보물섬'을 쓴 작가는?	스티븐슨	RobertLouisStevenson	스티븐슨, 로버트 스티븐슨	Stevenson, R.L. Stevenson	2
LITR	인간 실격'을 쓴 일본의 작가는?	다자이오사무	OsamuDazai	다자이, 다자이오사무, 쓰시마 슈지	Dazai, Osamu Dazai	2
LITR	모비 딕'에서 고래를 쫓는 선장의 이름은?	에이햅	Ahab	에이허브, 아합, 에이햅 선장, 에이허브 선장	Captain Ahab	2
LITR	로미오와 줄리엣'의 배경이 되는 이탈리아의 도시는?	베로나	Verona	베로나 시	City of Verona	2
LITR	연금술사'를 쓴 브라질의 작가는?	코엘료	PauloCoelho	코엘료, 파울로코엘료	Coelho	1
LITR	구운몽'의 저자는?	김만중	KimManjung	서포, 서포 김만중	Seopo	2
LITR	명상록'을 남긴 로마의 황제이자 철학자는?	아우렐리우스	MarcusAurelius	아우렐리우스, 마르쿠스아우렐리우스	Aurelius	2
LITR	오디세이아'의 저자로 알려진 고대 그리스 시인은?	호메로스	Homer	호머, 호메로스	Homeros	1
LITR	젊은 베르테르의 슬픔'에서 여주인공의 이름은?	로테	Lotte	샤를로테, 샤롯데	Charlotte	2
LITR	가시리', '청산별곡' 등이 속한 고려 시대의 문학 장르는?	고려가요	GoryeoGayo	고려속요, 여요, 장가	Goryeo songs, Goryeo sogyo	2
LITR	채식주의자'로 부커상을 수상한 한국의 작가는?	한강	HanKang	소설가 한강, 작가 한강	Han Kang	1
LITR	남한산성', '칼의 노래'를 쓴 한국의 작가는?	김훈	KimHoon	소설가 김훈	Hoon Kim	2
LITR	토지'를 쓴 한국의 여류 소설가는?	박경리	ParkKyongni	소설가 박경리	Kyong-ni Park	1
LITR	광장'을 쓴 한국의 작가는?	최인훈	ChoiInhun	소설가 최인훈	In-hun Choi	2
LITR	멋진 신세계'를 쓴 영국의 작가는?	올더스헉슬리	AldousHuxley	헉슬리, 올더스헉슬리	Huxley	2
LITR	파리대왕'을 쓴 노벨상 수상 작가는?	윌리엄골딩	WilliamGolding	골딩, 윌리엄골딩	Golding	2
LITR	장미의 이름'을 쓴 이탈리아의 기호학자이자 작가는?	움베르토에코	UmbertoEco	에코, 움베르토에코	Eco	2
LITR	닥터 지바고'를 쓴 러시아의 작가는?	보리스파스테르나크	BorisPasternak	파스테르나크, 보리스파스테르나크	Pasternak	3
LITR	서부 전선 이상 없다'를 쓴 독일의 작가는?	레마르크	ErichMariaRemarque	레마르크, 에리히 레마르크	Remarque, Erich Remarque	2
LITR	걸리버 여행기'에서 거인국을 일컫는 말은?	브롭딩낙	Brobdingnag	브로딩낵, 브롭딩내그, 거인국	Land of Giants	3
LITR	파우스트'와 계약을 맺는 악마의 이름은?	메피스토펠레스	Mephistopheles	메피스토	Mephisto	2
LITR	일리아스'의 배경이 된 전쟁은?	트로이전쟁	TrojanWar	트로이 공성전, 트로이전쟁	Siege of Troy	1
LITR	고도를 기다리며'에서 기다림의 대상인 인물은?	고도	Godot	고도씨	Mr. Godot	1
LITR	좁은 문'을 쓴 프랑스의 작가는?	앙드레지드	AndreGide	지드, 앙드레지드	Gide	2
LITR	캉디드'를 쓴 프랑스 계몽주의 철학자는?	볼테르	Voltaire	프랑수아 마리 아루에, 프랑수아-마리 아루에	Francois-Marie Arouet	3
LITR	어둠의 심연'을 쓴 폴란드계 영국 작가는?	조셉콘래드	JosephConrad	콘래드, 조지프 콘래드, 조셉콘래드	Conrad, Jozef Teodor Konrad Korzeniowski	3
LITR	작은 아씨들'의 저자는?	루이자메이올컷	LouisaMayAlcott	올컷, 루이자 올컷	Alcott, Louisa Alcott	2
LITR	빨간 머리 앤'의 배경이 되는 캐나다의 섬은?	프린스에드워드섬	PrinceEdwardIsland	PEI, 프린스 에드워드 아일랜드	PEI	2
LITR	피터 팬'을 만든 작가는?	제임스매슈배리	JMBarrie	J.M. 배리, 제임스 매튜 배리, 제임스 배리	James Matthew Barrie	2
LITR	은하수를 여행하는 히치하이커를 위한 안내서'의 저자는?	더글러스애덤스	DouglasAdams	애덤스, 더글라스 애덤스, 더글러스애덤스	Adams, Douglas Adams	2
LITR	프랑켄슈타인'을 쓴 영국의 여류 작가는?	메리셸리	MaryShelley	셸리, 메리셸리	Shelley	2
LITR	드라큘라'를 쓴 아일랜드 작가는?	브람스토커	BramStoker	스토커, 브람스토커	Stoker	2
LITR	지킬 박사와 하이드'의 저자는?	스티븐슨	RobertLouisStevenson	스티븐슨, 로버트 스티븐슨	Stevenson, R.L. Stevenson	2
LITR	아라비안 나이트'의 다른 명칭은?	천일야화	OneThousandandOneNights	아라비안 나이트, 아라비안나이트	Arabian Nights, The Arabian Nights	1
LITR	그리스인 조르바'를 쓴 그리스의 문호는?	니코스카잔차키스	NikosKazantzakis	카잔차키스, 니코스카잔차키스	Kazantzakis	3
LITR	개미', '뇌'를 쓴 프랑스의 베스트셀러 작가는?	베르나르베르베르	BernardWerber	베르베르, 베르나르베르베르	Werber	1
LITR	목걸이', '비계 덩어리'를 쓴 단편 소설의 거장은?	기드모파상	GuydeMaupassant	모파상, 기드 모파상	Maupassant	2
LITR	유토피아'를 쓴 영국의 정치가이자 인문주의자는?	토머스모어	ThomasMore	모어, 토마스 모어, 토마스모어	More	2
LITR	군주론'을 쓴 이탈리아의 정치 사상가는?	니콜로마키아벨리	NiccoloMachiavelli	마키아벨리, 니콜로마키아벨리	Machiavelli	2
LITR	방법서설'에서 "나는 생각한다, 고로 존재한다"라고 말한 철학자는?	르네데카르트	ReneDescartes	데카르트, 르네데카르트	Descartes	2
LITR	의무론', '순수이성비판'을 쓴 독일의 비판 철학자는?	이마누엘칸트	ImmanuelKant	칸트, 임마누엘 칸트	Kant	2
LITR	짜라투스트라는 이렇게 말했다'를 쓴 철학자는?	프리드리히니체	FriedrichNietzsche	니체, 프리드리히니체	Nietzsche	2
LITR	사회계약론', '에밀'을 쓴 철학자는?	장자크루소	JeanJacquesRousseau	루소, 장자크 루소, 장자크루소	Rousseau	2
LITR	종의 기원'을 쓴 생물학자는?	찰스다윈	CharlesDarwin	다윈, 찰스다윈	Darwin	1
LITR	자본론'을 쓴 독일의 경제학자이자 철학자는?	칼마르크스	KarlMarx	마르크스, 카를 마르크스, 맑스	Marx	2
LITR	꿈의 해석'을 쓴 정신분석학의 창시자는?	지그문트프로이트	SigmundFreud	프로이트, 지그문트프로이트	Freud	2
LITR	우상의 눈물'을 쓴 한국의 소설가는?	전상국	JeonSangguk	소설가 전상국	Sang-guk Jeon	3
LITR	삼포 가는 길'을 쓴 한국의 작가는?	황석영	HwangSokyong	소설가 황석영	Sok-yong Hwang	2
LITR	무정'을 쓴 한국 근대 소설의 선구자는?	이광수	YiKwangsu	춘원, 춘원 이광수	Kwang-su Yi	1
LITR	진달래꽃'을 쓴 한국의 시인은?	김소월	KimSowol	김정식, 소월 김소월	So-wol Kim	1
LITR	하늘과 바람과 별과 시'의 저자인 저항 시인은?	윤동주	YunDongju	시인 윤동주	Dong-ju Yun	1
LITR	향수'를 쓴 시인은?	정지용	JeongJiyong	시인 정지용	Ji-yong Jeong	2
LITR	님의 침묵'을 쓴 승려이자 시인은?	한용운	HanYongun	만해, 만해 한용운	Yong-un Han	1
LITR	꽃'을 쓴 시인은?	김춘수	KimChunsu	대여 김춘수	Chun-su Kim	2
LITR	껍데기는 가라'를 쓴 시인은?	신동엽	ShinDongyeop	시인 신동엽	Dong-yeop Shin	2
LITR	국화 옆에서'를 쓴 시인은?	서정주	SeoJeongju	미당, 미당 서정주	Jeong-ju Seo	2
LITR	검은 고양이'를 쓴 미국의 추리/공포 소설가는?	에드거앨런포	EdgarAllanPoe	포, 에드가 앨런 포, 에드거 앨런포	Poe	2
LITR	오 헨리 단편집' 중 크리스마스 선물에 나오는 부부의 이름은?	짐과델라	JimandDella	짐, 델라, 제임스 딜링엄 영 부부	Jim, Della, Mr. and Mrs. James Dillingham Young	2
LITR	마지막 잎새'의 저자는?	오헨리	OHenry	윌리엄 시드니 포터, 오헨리	O Henry, William Sydney Porter	1
LITR	위대한 유산', '올리버 트위스트'를 쓴 영국의 소설가는?	찰스디킨스	CharlesDickens	디킨스, 찰스디킨스	Dickens	2
LITR	테스'를 쓴 영국의 자연주의 소설가는?	토머스하디	ThomasHardy	하디, 토마스 하디	Hardy	2
LITR	잃어버린 시간을 찾아서'를 쓴 프랑스 작가는?	마르셀프루스트	MarcelProust	프루스트, 마르셀프루스트	Proust	3
LITR	인간의 굴레에서'를 쓴 영국의 작가는?	서머싯몸	SomersetMaugham	몸, 서머셋 몸, 윌리엄 서머싯 몸	Maugham, William Somerset Maugham	3
LITR	달과 6펜스'에서 고갱을 모델로 한 주인공은?	찰스스트릭랜드	CharlesStrickland	스트릭랜드, 찰스 스트릭렌드	Strickland	2
LITR	어둠의 왼손'을 쓴 SF 문학의 거장은?	르귄	UrsulaKLeGuin	르 귄, 어슐러 르 귄, 우르술라 르 귄	Le Guin	3
LITR	파운데이션' 시리즈를 쓴 SF 작가는?	아이작아시모프	IsaacAsimov	아시모프, 아이작아시모프	Asimov	2
LITR	안네의 일기'를 쓴 소녀의 이름은?	안네프랑크	AnneFrank	안네, 안네프랑크	Anne	1
LITR	죽은 경제학자의 살아있는 아이디어'의 저자는?	토드부크홀츠	ToddBuchholz	부크홀츠, 토드 벅홀츠	Buchholz	3
LITR	이기적 유전자'를 쓴 진화생물학자는?	리처드도킨스	RichardDawkins	도킨스, 리차드 도킨스	Dawkins	2
LITR	코스모스'를 쓴 천문학자는?	칼세이건	CarlSagan	세이건, 칼세이건	Sagan	1
LITR	총 균 쇠'의 저자는?	재레드다이아몬드	JaredDiamond	다이아몬드, 제레드 다이아몬드	Diamond	2
LITR	사피엔스'를 쓴 이스라엘의 역사학자는?	유발하라리	YuvalHarari	하라리, 유발하라리	Harari	1
LITR	정의란 무엇인가'를 쓴 하버드대 교수는?	마이클샌델	MichaelSandel	샌델, 마이클 센델	Sandel	1
LITR	나미야 잡화점의 기적', '용의자 X의 헌신'을 쓴 일본 작가는?	히가시노게이고	KeigoHigashino	게이고, 히가시노게이고	Higashino	1
LITR	설국'을 쓴 일본의 노벨 문학상 수상자는?	가와바타야스나리	YasunariKawabata	가와바타, 가와바타야스나리	Kawabata	2
LITR	"국경의 긴 터널을 빠져나오자, 눈의 고장이었다"라는 문장으로 시작하는 소설은?	설국	SnowCountry	눈의 고장	Snow Country	2
LITR	침묵'을 쓴 일본의 가톨릭 작가는?	엔도슈사쿠	ShusakuEndo	엔도, 엔도슈사쿠	Endo	3
LITR	창문 넘어 도망친 100세 노인'을 쓴 스웨덴 작가는?	요나스요나손	JonasJonasson	요나손, 요나스요나손	Jonasson	2
LITR	연인'을 쓴 프랑스 여류 작가는?	마르그리트뒤라스	MargueriteDuras	뒤라스, 마르그리트뒤라스	Duras	3
LITR	자기 앞의 생'을 쓴 작가 에밀 아자르의 본명은?	로맹가리	RomainGary	가리, 에밀 아자르, 로맹가리	Gary, Emile Ajar	3
LITR	그리스 로마 신화'에서 지옥을 지키는 머리 셋 달린 개의 이름은?	케르베로스	Cerberus	켈베로스, 세르베루스	Cerberus	2
LITR	변신 이야기'를 쓴 고대 로마의 시인은?	오비디우스	Ovid	푸블리우스 오비디우스 나소	Publius Ovidius Naso	3
LITR	메디아', '박코스 여신도들'을 쓴 그리스 비극 작가는?	에우리피데스	Euripides	에우리피데스	Euripides	3
LITR	오이디푸스 왕'을 쓴 그리스 비극 작가는?	소포클레스	Sophocles	소포클래스	Sophocles	2
LITR	오레스테이아' 3부작을 쓴 그리스 비극 작가는?	아이스킬로스	Aeschylus	아이스컬로스	Aeschylus	3
LITR	국가'를 쓴 고대 그리스의 철학자는?	플라톤	Plato	플라톤	Platon	2
LITR	니코마코스 윤리학'을 쓴 철학자는?	아리스토텔레스	Aristotle	아리스토텔레스	Aristoteles	2
LITR	명심보감'의 편찬자는?	추적	ChuJeok	노당 추적	Chu Jeok	3
LITR	소학'을 중시하며 성리학을 집대성한 인물은?	주희	ZhuXi	주자, 회암 주희	Chu Hsi	2
LITR	목민심서'를 쓴 조선의 실학자는?	정약용	JeongYakyong	다산, 다산 정약용	Dasan	1
LITR	열하일기'를 쓴 조선의 실학자는?	박지원	ParkJiwon	연암, 연암 박지원	Yeonam	2
LITR	동의보감'을 쓴 조선의 의학자는?	허준	HeoJun	구암 허준	Heo Jun	1
LITR	난중일기'를 쓴 인물은?	이순신	YiSunsin	충무공 이순신, 충무공	Admiral Yi	1
LITR	징비록'을 쓴 조선의 재상은?	유성룡	RyuSeongryong	서애 유성룡, 류성룡	Ryu Seong-ryong	2
LITR	홍길동전'의 저자로 알려진 인물은?	허균	HeoGyun	교산 허균	Heo Gyun	1
LITR	삼국유사'를 집필한 승려는?	일연	Ilyeon	보각국사 일연, 일연스님	Ilyeon	1
LITR	삼국사기'를 집필한 인물은?	김부식	KimBusik	김부식	Kim Bu-sik	1
LITR	월든'을 쓴 미국의 초월주의 작가는?	소로	HenryDavidThoreau	소로, 헨리 데이빗 소로, 헨리데이비드소로	Thoreau	2
LITR	풀잎'을 쓴 미국의 시인은?	월트휘트먼	WaltWhitman	휘트먼, 월트휘트먼	Whitman	3
LITR	작은 것들의 신'을 쓴 인도의 여류 작가는?	아룬다티 로이	ArundhatiRoy	로이, 아룬다티로이	Roy	3
LITR	백년의 고독'에 등장하는 가문의 이름은?	부엔디아	Buendia	부엔디아 가문	Buendia family	3
